Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
-1.6638882822861625,-0.9903994786705789,-0.7538771197911904,3.318020650814581,-0.3853195488790491,-0.9611590624020654
-3.9617713653303848,-3.3335657172476485,1.5129977238121934,2.492605404744794,0.19175447800850404,2.4228539441003605
0.8035879363888836,1.3023844831675584,-1.0586205538664761,2.9548743210044406,1.7532772258048623,-0.6435479966390094
0.26016552785339725,0.8860078553429749,-0.14333240366651331,2.862043231497044,1.007174020842301,-0.8419266011911312
-0.5870398862237509,0.11623596472796699,0.8950742906828303,2.7704629518905657,0.34479909271972786,0.20893800916603947
-1.662520839604687,-0.8439339081297983,2.051878659035151,2.125679377130367,0.6974503418760527,-0.5837190268239166
2.6288769175205497,3.397649168939293,1.2843558455958215,2.999495594861805,0.18437243252238694,0.2738841817923303
1.8425727779607928,2.7973975969720963,2.5733129514837625,2.656098364177575,-0.3878671061582656,-0.4870691755131417
-0.41203041644725336,-2.2676773161368495,-2.3647205526783,1.4116332982118327,0.5048898956841686,-0.3343097383848445
-1.442838969451334,-3.336043773076514,-1.8830270606161177,1.2504056054482067,0.6719717662785613,1.443753253993327
-0.45308966229681047,-2.1921723870600553,-1.3062733286238561,1.4920001727153076,-0.5962651021738055,-0.1671327530417823
-0.42915522927714006,-2.10568327280863,-1.1646785155492159,1.519771509788655,-0.9812803796950285,-0.8714789862631522
-0.9685413934884334,-2.5637089669661224,-0.138024576696667,1.204610077331145,-1.0878556602507679,-0.8148715410430122
-2.727038312321363,-4.448849511385701,1.1021963280541685,0.6943562637188677,-0.40420635280747536,2.5125340202392734
2.038320989397905,0.18710068902950727,-1.4694219496245013,1.1566251799785134,1.1573163949888832,-0.5538679205000963
0.6476931667852713,-0.9990478294100842,0.48427289492480485,0.9722138108646391,-0.2511617380962516,0.29861808530495265
-0.4277877865956649,-1.9592177022678494,1.641077263277126,0.32743023610443994,0.10148951106007337,-0.4940389506850035
-1.5830264796920341,-3.25490262267403,1.9807781404005964,-0.4496166369727887,1.8057792825588215,-0.7036762921439004
-0.951627022294384,-2.501227714122325,2.0631391195262574,0.07677337235893548,0.30230152137850147,-0.7259869014564829
0.14402366244612616,-1.6365006746645931,1.3738794010750175,-0.7749108946694724,3.6682864277089657,-0.9894077408589272
4.386764943429533,2.3765459552821686,-0.9225420972259549,1.0012671900886627,2.1915866702651865,1.0587519044004587
4.5886342206393715,2.850284458472557,-0.2877441847923524,1.44084942635322,0.18852248410780953,0.4800744778690552
3.8636099705295712,2.282365374801242,0.8735544498377961,1.2012464538358782,-0.41158839829359256,0.36356425793124325
1.74122115351931,0.48154617097084457,3.6293395380420708,0.32491858629229686,-1.0960457007127509,-0.1836688525304256
-0.7692382459989918,-2.3930405947212154,3.970745107453663,-1.0264850416071296,2.195999748841215,0.5016269773327504
-0.4554917326082008,-1.9728463291651896,4.209530212585274,-0.5958293170204827,0.6921876430578836,0.323581102046832
-3.0406694686276543,0.5963221146813742,-1.6057353529794696,1.027878237602146,-1.0878675937283335,-0.7159533622971286
-3.580055632838948,0.1382964205238818,-0.5790814141269207,0.712716805144636,-1.194442874284073,-0.6593459170769883
-1.116615658488095,2.472729448694927,-0.9951906368547923,0.5719008182846087,0.30462597599301644,-0.5967209010861944
-3.0393020259461805,0.7427876852221545,1.2000204258468725,-0.16446303608206875,-0.0050977029732315595,-0.3385133267189797
1.977119981288858,5.5522898459625605,-0.728801022222606,0.9489561541667116,0.08193527007450453,0.635600101835079
1.252095731179057,4.984370762291247,0.4324976124075424,0.7093531816493693,-0.5181756123268976,0.5190898818972671
-0.8702930858312049,3.1835515584608487,3.188282700611817,-0.16697468589421205,-1.202632914746056,-0.02814322856440173
-5.817023754650317,1.2085519037642856,-2.844322098887713,-0.8001179595830382,0.34612168154710876,1.8209133863059574
-4.827274447495791,2.3524232897807438,-2.2675683668954516,-0.558523392315937,-0.9221151869052581,0.210027379270848
-5.342726178687416,1.980886709874676,-1.0993196149682625,-0.8459134877000994,-1.4137057449822206,-0.43771140873038183
-2.9853257731996634,3.992346891197663,-2.4307466076989543,-1.6115313456606102,2.6541150506901046,-0.3781555749109294
-2.879286204336562,4.315319738045724,-1.5154288376961345,-0.9867294745601266,0.08536310529486899,-0.3750863927395879
-4.8019725717946455,2.5853779745729497,0.6797822250055308,-1.7230933289268047,-0.22436057367137913,-0.11687881837237322
-5.325811807493365,2.0433679627184738,1.1018440812546617,-1.9737501926723093,-0.0235485633529509,-0.34882676914385263
-4.230161122752856,2.9080950021762058,0.4125843628034218,-2.8254344597007166,3.3424363429775137,-0.6122476085462969
-0.5105748146694098,6.826961051642041,-0.08774058843379928,-0.8492771111953665,-0.737438483025045,0.7407243902438736
-1.2968789542291672,6.226709479674844,1.2012165174541412,-1.1926743418795964,-1.3096780217056974,-0.02022896706159832
-2.6329636316796723,5.026141847811644,2.6680444997704753,-1.7256049787389478,-1.4218957854442034,0.19349127978220473
1.97291207618033,-4.140819433223374,-2.0233912506463896,-1.5211564838815084,-2.2898234587610293,-0.7345544465045942
4.837294797401323,-1.605552948584171,-3.22694819090361,-1.8103508102561894,0.5396195677786965,-0.2051026024849617
3.8969658863198897,-2.2644120992098213,-1.4128465345217125,-1.9771339031990447,-0.8973298890396796,-0.61532198529366
3.0497604722427414,-3.0341839898248297,-0.3744398401723686,-2.0687141828055235,-1.5597048171622525,0.4355426250635107
6.644725133742984,0.14603164605398708,-1.9343870068548645,-2.30887971218774,1.6739675827363236,1.0856415470450824
6.990701526096841,0.8151482980578129,-1.1464569198895262,-1.6000785673169424,-1.1200205949581914,0.6169990176276132
5.479373136427285,-0.35302235758069955,1.3037988206285631,-2.1830787705185144,-2.2923710160402457,-0.26046455961567033
-2.0150781179585433,-0.46267552563464664,-3.15416373111747,-0.47455147807382586,-0.10738227904497519,-0.10351578247518815
-3.0458866709626244,-1.5310419825743107,-2.672470239055288,-0.6357791708374517,0.059699591549417494,1.6745472099029834
-2.0561373638081006,-0.3871705965578518,-2.0957165070630266,-0.3941846035703508,-1.2085372769029494,0.06366120286787409
-2.03220293078843,-0.3006814823064268,-1.954121693988386,-0.3664132664970032,-1.5935525544241722,-0.6406850303534961
0.2684250710609926,-3.2013400062038695,-2.7410254834033534,-0.0014762507182778527,0.8782064091143001,-0.28502517262877
0.37905622422829083,-2.820583227298271,-1.4433214818411986,0.3578213801623943,-1.3978211243117065,-0.8237969314883484
-0.16032993998300288,-3.2786089214557634,-0.4166675429886497,0.042659947704884064,-1.504396404867446,-0.7671894862682082
-1.9188268588159314,-5.163749465875342,0.8235533617621855,-0.4675938659073932,-0.8207470974241537,2.560216075014077
-1.5352116072946302,-4.778218355367343,0.3096875299993177,-0.8887894070906537,0.24712405971135037,-0.9462313874831758
2.846532442903336,-0.5277992654601343,-1.7480649159164843,-0.005324949647747463,0.7407756503722052,-0.5061858657252923
2.3031100343678506,-0.9441758932847176,-0.8327767657165214,-0.09815603915514319,-0.005327554590356538,-0.7045644702774142
0.3804236669097657,-2.6741176567574914,1.3624342969851433,-0.8345198935218207,-0.3150512335566045,-0.4463568959101995
0.9522351159515571,-2.3514006291542353,1.0952364347830346,-1.9368610242957334,3.251745683092288,-0.9417256860841232
5.194976396934964,1.6616460007925273,-1.2011850635179375,-0.16068293953759794,1.7750459256485083,1.1064339591752625
5.396845674144802,2.135384503982916,-0.5663871510843351,0.27889929672695957,-0.2280182605088685,0.5277565326438591
3.8855172844752452,0.967213848344404,1.8838685894337543,-0.3041009064746126,-1.4003686815909229,-0.34970704459942464
2.54943260702474,-0.2333537835187966,3.3506965717500883,-0.8370315433339639,-1.5125864453294287,-0.13598679775562159
0.35271972089723,-2.6877462836548305,3.93088724629329,-1.7577794466467433,0.27564689844120555,0.3712631568216359
