Component_1,Component_2,Component_3,Component_4
1.1062189647827332,-2.23323292309476,2.134618971048343,-1.722410337434903
1.32545343325474,-3.0154849565310413,2.865123300885662,0.49896615919131304
0.6585685663521981,0.4574661392192883,2.0573057489609057,-2.322248561981359
0.7266372819150824,0.19145672119625146,2.2473790940561433,-1.7272537177903227
0.8248368215185319,-0.1921112118310524,2.526535956931981,-0.8573444207659394
0.9324497467290177,-0.6135834786730823,2.830387500703684,0.08746341273666319
0.3264671715571389,2.841836833146112,2.503851205665186,-1.281759632136665
0.395285168193445,2.5698268525391494,2.7020372132902506,-0.6658570909422005
-0.5702732999397747,-2.748367827453526,0.6596382595735609,-0.7862118237284251
-0.4625377702122184,-3.2179118841052032,0.8980086865361061,-0.011986619318702919
-0.6344301891999148,-2.391476491501865,0.6173062232751839,-0.9618535223013754
-0.6264589889900403,-2.454580487300978,0.6015405512033369,-0.9918972216835421
-0.6015350498375563,-2.4334496530434504,0.8186807797021707,-0.37415805830142196
-0.4072245205180332,-3.2368325207372606,1.3320448810406558,1.2294792749426735
-1.0741093874205752,0.23611857501306957,0.5242273291159001,-1.5917354462299986
-0.9078411322542415,-0.41345877603727127,0.9934575370869754,-0.12683130501457907
-0.8002282070437556,-0.8349310428793011,1.2973090808586778,0.8179765284880236
-0.7965140890185312,-0.8043256663364318,1.3663440612517865,1.019977694961277
-0.8757556653654057,-0.42742007955503203,1.2244753464482854,0.5537200939769589
-1.1135288473403393,0.9611100082703478,1.1043461581423741,0.05258351837830486
-1.538895768263625,3.125702569295437,0.5663738148850024,-1.7993863914279098
-1.474307431331432,2.8903653215502434,0.7765043270724563,-1.155082440402682
-1.4062107822156344,2.620489268939893,0.9707727858201796,-0.5512465163853046
-1.2012540109186676,1.810726531303291,1.5451230674668557,1.2380018964865394
-1.043450493255231,1.1953090747984982,2.0089687306948365,2.675773978193059
-1.061207683590777,1.3156983657158239,2.0220760590323765,2.7005678378923057
2.6754142527693068,-1.9000301589800117,-0.20136382215923912,-1.030452810398977
2.700338191921791,-1.8788993247224837,0.01577640633959468,-0.4127136470168568
2.2958325699016564,0.5246594853109994,-0.08860369915143884,-1.0352961907543972
2.5016450347155916,-0.28038071455833447,0.4944047074961018,0.7794209397725888
1.8275658104279153,3.44491564987121,-0.02640004629011967,-1.1936380291181168
1.8956624595437128,3.17503959726086,0.16786841245760367,-0.5898021051007395
2.10061923084068,2.3652768596242577,0.7422186941042798,1.1994463077711044
5.118771722914165,-2.2284242211472582,-1.5576945605962542,0.584816652717484
4.94687930392647,-1.4019888285439197,-1.8383970238571765,-0.3650502502651886
4.979774443288827,-1.4439619900855052,-1.6370224674301899,0.22264521373476484
4.532536432606965,0.9969408451113786,-2.0414585445573548,-1.2748422574027187
4.575268821268692,0.9595968199479777,-1.7414025729212237,-0.3999373300027755
4.781081286082628,0.15455662007864393,-1.1583941662736827,1.4147798005242105
4.705553827760978,0.5620675834029131,-1.2312279006840752,1.1505233660131458
4.467780645786045,1.9505976712282926,-1.3513570889899866,0.6493867904144917
4.175098710910749,3.6099769318978385,-1.484930461312181,0.045556755650882165
4.243916707547055,3.337966951290876,-1.2867444536871155,0.6614592968453468
4.380055482207717,2.8002141942612364,-0.9105801796655046,1.8348051685227262
-4.147914359427219,-2.852840511843421,-2.651235587837396,0.09266584228955092
-4.601653921062737,-0.19002541827648198,-2.818227377927398,-0.7631681965211291
-4.527496042294871,-0.4281508675524098,-2.5384754648295957,0.08782246193413072
-4.42929650269142,-0.8117188005797136,-2.259318601953758,0.957731758958514
-5.053893878312859,2.652090748563141,-2.722103641527886,-0.8167576777204811
-4.9957628017686115,2.492105297007801,-2.4762718119682767,-0.07051937642958907
-4.858848156016507,1.9502192637904883,-2.0838173455954885,1.1492190887822527
1.2015217129748716,-2.384262873567758,-1.5515743662322763,-0.23230156814230818
1.3092572427024283,-2.8538069302194353,-1.313203939269731,0.5419236362674141
1.137364823714732,-2.027371537616097,-1.5939064025306533,-0.4079432667152585
1.1453360239246064,-2.0904755334152103,-1.6096720746025004,-0.4379869660974253
-1.7054958788432286,-2.8677238527794207,-0.6429005046048846,-1.1662983101407787
-1.7233298569853468,-2.5892447494498603,-0.41650444293553973,-0.5591594637229971
-1.698405917832863,-2.568113915192332,-0.19936421443670588,0.05857969965912328
-1.50409538851334,-3.3714967828861417,0.31399988690177916,1.662217032903219
-1.672433266271743,-2.6176471833912127,-0.05336637120074224,0.4901395957873137
-2.170980255415882,0.10145431286418805,-0.4938176650229766,-1.1589976882694535
-2.1029115398529976,-0.16455510515884877,-0.30374431992773937,-0.564002844078417
-1.8970990750390622,-0.9695953050281825,0.2792640867198013,1.2507142864485687
-2.2103997153356456,0.8264457461214664,0.08630116400349752,0.48532127633885014
-2.6357666362589316,2.9910383071465554,-0.45167117925387423,-1.3666486334673644
-2.5711782993267387,2.755701059401362,-0.2415406670664203,-0.7223446824421371
-2.4342636535746345,2.2138150261840495,0.15091379930636845,0.49739378276970514
-2.298124878913974,1.6760622691544096,0.5270780733279793,1.6707396544470845
-2.158078551586084,1.1810341035669425,1.0040310648935,3.1333055958528506
